PubMed ID	URL	PDF	First Author	Authors	Year	Journal	Judgement	Outcome category	Outcome subcategory	Animal	Animal subtype	Animal age	Animal gender	Animal weight	Injury height	Injury type	Outcome name	Outcome further detail name	Outcome further detail value	Injury location	Injury device	Injury device detail	Treatment type	Treatment detail	Treatment application	Treatment  dosage	Injured treated	Injured control	Sham control	Trend	Timepoint	Animal weight, lightest (g)	Animal weight, heaviest (g)	BBB timepoint (days)	BBB value (Treated)	BBB value (Control)
15465595	15465595	Open PDF	Saville	Saville LR, Pospisil CH, Mawhinney LA, Bao F, Simedrea FC, Peters AA, O'Connell PJ, Weaver LC, Dekaban GA.	2004	J Neuroimmunol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Inflammatory cells	neutrophils  in lesion site			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	5	5		Decrease		>=200, <300	>=200, <300			
15465595	15465595	Open PDF	Saville	Saville LR, Pospisil CH, Mawhinney LA, Bao F, Simedrea FC, Peters AA, O'Connell PJ, Weaver LC, Dekaban GA.	2004	J Neuroimmunol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Inflammatory cells	macrophages  in lesion site			Clip	35 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	5	5		Decrease	1 w	>=200, <300	>=200, <300			
15465595	15465595	Open PDF	Saville	Saville LR, Pospisil CH, Mawhinney LA, Bao F, Simedrea FC, Peters AA, O'Connell PJ, Weaver LC, Dekaban GA.	2004	J Neuroimmunol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Inflammatory cells	neutrophils  in lesion site			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	5	5		Decrease	1 w	>=200, <300	>=200, <300			
15465595	15465595	Open PDF	Saville	Saville LR, Pospisil CH, Mawhinney LA, Bao F, Simedrea FC, Peters AA, O'Connell PJ, Weaver LC, Dekaban GA.	2004	J Neuroimmunol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Inflammatory cells	macrophages  in lesion site			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	5	5		Decrease	1 w	>=200, <300	>=200, <300			
15465595	15465595	Open PDF	Saville	Saville LR, Pospisil CH, Mawhinney LA, Bao F, Simedrea FC, Peters AA, O'Connell PJ, Weaver LC, Dekaban GA.	2004	J Neuroimmunol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Inflammatory cells	macrophages in lesion site			Clip	35 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	5	5		Decrease		>=200, <300	>=200, <300			
15605375	15605375	Open PDF	Pannu	Pannu R, Barbosa E, Singh AK, Singh I.	2005	J Neurosci Res	Positive	Non-functional	Inflammation	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Pro-inflammatory Cytokine	expression (mRNA) of iNOS, TNF_ and IL-1_			Weight drop	30 g x cm	Systemic	Atorvastatin (AT)	Oral	5 mg/kg/day	3	3		Decrease		>=200, <300	>=200, <300			
15605375	15605375	Open PDF	Pannu	Pannu R, Barbosa E, Singh AK, Singh I.	2005	J Neurosci Res	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Lesion volume	secondary tissue damage			Weight drop	30 g x cm	Systemic	Atorvastatin (AT)	Oral	5 mg/kg/day	3	3		Decrease		>=200, <300	>=200, <300			
15605375	15605375	Open PDF	Pannu	Pannu R, Barbosa E, Singh AK, Singh I.	2005	J Neurosci Res	Positive	Non-functional	Inflammation	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Inflammatory cells	macrophage invasion			Weight drop	30 g x cm	Systemic	Atorvastatin (AT)	Oral	5 mg/kg/day	3	3		Decrease		>=200, <300	>=200, <300			
15605375	15605375	Open PDF	Pannu	Pannu R, Barbosa E, Singh AK, Singh I.	2005	J Neurosci Res	Positive	Non-functional	Non-neuronal cell changes	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Astrogliosis	GFAP reactive astrocytes			Weight drop	30 g x cm	Systemic	Atorvastatin (AT)	Oral	5 mg/kg/day	3	3		Decrease		>=200, <300	>=200, <300			
15605375	15605375	Open PDF	Pannu	Pannu R, Barbosa E, Singh AK, Singh I.	2005	J Neurosci Res	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	BBB		19 [9]		Weight drop	30 g x cm	Systemic	Atorvastatin (AT)	Oral	5 mg/kg/day	9	9		Increase	15 d	>=200, <300	>=200, <300	15	19	9
15605375	15605375	Open PDF	Pannu	Pannu R, Barbosa E, Singh AK, Singh I.	2005	J Neurosci Res	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Apoptosis	TUNEL-positive apoptotic cells			Weight drop	30 g x cm	Systemic	Atorvastatin (AT)	Oral	5 mg/kg/day	3	3		Decrease	1 w	>=200, <300	>=200, <300			
15659600	15659600	Open PDF	Oatway	Oatway MA, Chen Y, Bruce JC, Dekaban GA, Weaver LC.	2005	J Neurosci	Positive	Functional	Sensory test	Rat	Wistar	Adult	Male	250-350 g	Thoracic	Compression	Mechanical allodynia				Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	19	22		Decrease		>=200, <300	>=300, <400			
15659600	15659600	Open PDF	Oatway	Oatway MA, Chen Y, Bruce JC, Dekaban GA, Weaver LC.	2005	J Neurosci	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Male	250-350 g	Thoracic	Compression	BBB				Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	9	7		Increase		>=200, <300	>=300, <400	28	10,6	7,8
15659600	15659600	Open PDF	Oatway	Oatway MA, Chen Y, Bruce JC, Dekaban GA, Weaver LC.	2005	J Neurosci	Positive	Non-functional	Neuroprotection	Rat	Wistar	Adult	Male	250-350 g	Thoracic	Compression	Other	sparing of fibers in lateral serotonergic projections			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	19	22		Increase		>=200, <300	>=300, <400			
15659600	15659600	Open PDF	Oatway	Oatway MA, Chen Y, Bruce JC, Dekaban GA, Weaver LC.	2005	J Neurosci	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Male	250-350 g	Thoracic	Compression	Axonal regeneration	collateral sprouting in lateral serotonergic projections			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	19	22		Increase		>=200, <300	>=300, <400			
15659600	15659600	Open PDF	Oatway	Oatway MA, Chen Y, Bruce JC, Dekaban GA, Weaver LC.	2005	J Neurosci	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Male	250-350 g	Thoracic	Compression	Myelination	compact myelin			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	19	22		Increase		>=200, <300	>=300, <400			
15659600	15659600	Open PDF	Oatway	Oatway MA, Chen Y, Bruce JC, Dekaban GA, Weaver LC.	2005	J Neurosci	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Male	250-350 g	Thoracic	Compression	Axonal regeneration	axons transversing the lesion			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	19	22		Increase		>=200, <300	>=300, <400			
15659600	15659600	Open PDF	Oatway	Oatway MA, Chen Y, Bruce JC, Dekaban GA, Weaver LC.	2005	J Neurosci	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Male	250-350 g	Thoracic	Compression	Axonal regeneration	serotonergic fibres caudal in the IML			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	19	22		Increase		>=200, <300	>=300, <400			
15659600	15659600	Open PDF	Oatway	Oatway MA, Chen Y, Bruce JC, Dekaban GA, Weaver LC.	2005	J Neurosci	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Male	250-350 g	Thoracic	Compression	Axonal regeneration	serotonergic fibres caudal in the dorsal and ventral horns			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	19	22		Increase		>=200, <300	>=300, <400			
15659600	15659600	Open PDF	Oatway	Oatway MA, Chen Y, Bruce JC, Dekaban GA, Weaver LC.	2005	J Neurosci	No effect	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Male	250-350 g	Thoracic	Compression	Axonal regeneration	serotonergic fibres rostral in the dorsal horn			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	19	22		Decrease		>=200, <300	>=300, <400			
15684768	15684768	Open PDF	Laverty	Laverty PH, Leskovar A, Breur GJ, Coates JR, Bergman RL, Widmer WR, Toombs JP, Shapiro S, Borgens RB.	2004	J Neurotrauma	Positive	Functional	Sensory test	Dog	Various	Adult	Not defined	40lbs	Thoracic	Compression	Pain	return of deep pain in hindlimbs and digits (indication of neurological recovery in complete paraplegia canine cases)					Systemic	Polyethylene Glycol (PEG)	Intravenous	2 ml/kg	19			Increase		>=500	>=500			
15684768	15684768	Open PDF	Laverty	Laverty PH, Leskovar A, Breur GJ, Coates JR, Bergman RL, Widmer WR, Toombs JP, Shapiro S, Borgens RB.	2004	J Neurotrauma	Positive	Functional	Electrophysiology	Dog	Various	Adult	Not defined	40lbs	Thoracic	Compression	Somatosensory evoked potentials	63% improvement in recovered nerve conduction vs 0% in 36 historical control dogs					Systemic	Polyethylene Glycol (PEG)	Intravenous	2 ml/kg	19			Increase		>=500	>=500			
15716629	15716629	Open PDF	Caggiano	Caggiano AO, Zimber MP, Ganguly A, Blight AR, Gruskin EA.	2005	J Neurotrauma	Positive	Functional	Physiology	Rat	Long-Evans	Not defined	Female		Thoracic	Compression	Urine voiding	residual volume			Forceps		Local	Chondroitinase ABC	Intrathecal	0,06 U	15	15		Decrease						
15716629	15716629	Open PDF	Caggiano	Caggiano AO, Zimber MP, Ganguly A, Blight AR, Gruskin EA.	2005	J Neurotrauma	Positive	Functional	Locomotor test	Rat	Long-Evans	Not defined	Female		Thoracic	Compression	BBB		9.1 [6.85]		Forceps		Local	Chondroitinase ABC	Intrathecal	0,06 U	15	15		Increase				70	9,1	6,85
15716629	15716629	Open PDF	Caggiano	Caggiano AO, Zimber MP, Ganguly A, Blight AR, Gruskin EA.	2005	J Neurotrauma	Positive	Functional	Locomotor test	Rat	Long-Evans	Not defined	Female		Thoracic	Compression	BBB		7.5 [3.67]		Forceps		Local	Chondroitinase ABC	Intrathecal	0,06 U	7	6		Increase				70	7,5	3,67
15716629	15716629	Open PDF	Caggiano	Caggiano AO, Zimber MP, Ganguly A, Blight AR, Gruskin EA.	2005	J Neurotrauma	No effect	Functional	Locomotor test	Rat	Long-Evans	Not defined	Female		Thoracic	Compression	BBB		9.9 [9.7]		Forceps		Local	Chondroitinase ABC	Intrathecal	0,06 U	13	14		No change				70	9,9	9,7
15748877	15748877	Open PDF	McAdoo	McAdoo DJ, Hughes MG, Nie L, Shah B, Clifton C, Fullwood S, Hulsebosch CE.	2005	Brain Res	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	240-320 g	Thoracic	Contusion	Toxicity	reduction of glutamate release within spinal cord (microdialysis)			Infinite Horizon Impactor	150 kdynes	Systemic	Riluzole	Microdialysis	2 mM	6	6		No change		>=200, <300	>=300, <400			
15748877	15748877	Open PDF	McAdoo	McAdoo DJ, Hughes MG, Nie L, Shah B, Clifton C, Fullwood S, Hulsebosch CE.	2005	Brain Res	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	240-320 g	Thoracic	Contusion	Toxicity	reduction of glutamate release within spinal cord (microdialysis)			MASCIS impactor	10 g x 25 mm	Systemic	Riluzole	Microdialysis	2 mM	6	6		No change		>=200, <300	>=300, <400			
15852057	15852057	Open PDF	Pantovic	Pantovi_ R, Dragani_ P, Erakovi_ V, Blagovi_ B, Milin C, Simoni_ A.	2005	Spinal Cord	Positive	Functional	Locomotor test	Rabbit	Not defined	Adult	Not defined	2.5-3.5 kg	Cervical	Contusion	Open field	Tarlov scale	2.7 [1.3]		Weight drop	12.5 g x 120 mm / 150 g-cm	Systemic	Indomethacin	Intravenous	0.1, 0.3, 1.0, or 3.0 mg/kg	6	6		Increase		>=500	>=500		2,7	1,3
15852057	15852057	Open PDF	Pantovic	Pantovi_ R, Dragani_ P, Erakovi_ V, Blagovi_ B, Milin C, Simoni_ A.	2005	Spinal Cord	Positive	Non-functional	Secondary degeneration	Rabbit	Not defined	Adult	Not defined	2.5-3.5 kg	Cervical	Contusion	Oxidative stress	free fatty acids			Weight drop	12.5 g x 120 mm / 150 g-cm	Systemic	Indomethacin	Intravenous	0.1, 0.3, 1.0, or 3.0 mg/kg	6	6		Decrease		>=500	>=500			
15890340	15890340	Open PDF	Gris	Gris D, Marsh DR, Dekaban GA, Weaver LC.	2005	Exp Neurol	Positive	Functional	Physiology	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Autonomic dysreflexia	colon distension			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	17	21		Decrease	2 w	>=200, <300	>=200, <300			
15890340	15890340	Open PDF	Gris	Gris D, Marsh DR, Dekaban GA, Weaver LC.	2005	Exp Neurol	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Axonal regeneration	CGRP-immunoreactive fibres			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	17	21		Increase	2 w	>=200, <300	>=200, <300			
15890340	15890340	Open PDF	Gris	Gris D, Marsh DR, Dekaban GA, Weaver LC.	2005	Exp Neurol	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Lesion volume				Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	17	21		Decrease	2 w	>=200, <300	>=200, <300			
15890340	15890340	Open PDF	Gris	Gris D, Marsh DR, Dekaban GA, Weaver LC.	2005	Exp Neurol	No effect	Functional	Physiology	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Blood circulation	resting mean arterial pressure			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	17	21		Increase	2 w	>=200, <300	>=200, <300			
15890340	15890340	Open PDF	Gris	Gris D, Marsh DR, Dekaban GA, Weaver LC.	2005	Exp Neurol	No effect	Functional	Physiology	Rat	Wistar	Adult	Female	250 g	Thoracic	Compression	Blood circulation	resting mean arterial pressure			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	17	21		Increase	2 w	>=200, <300	>=200, <300			
16130149	16130149	Open PDF	Sribnick	Sribnick EA, Wingrave JM, Matzelle DD, Wilford GG, Ray SK, Banik NL.	2005	J Neurosci Res	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Toxicity	NF_B expression in penumbra in nuclei			NYU Weight Drop	5 g x 8 cm	Systemic	Estrogen	Intravenous	4 mg/kg	3	3		Decrease	2d	>=200, <300	>=300, <400			
16130149	16130149	Open PDF	Sribnick	Sribnick EA, Wingrave JM, Matzelle DD, Wilford GG, Ray SK, Banik NL.	2005	J Neurosci Res	Positive	Non-functional	Inflammation	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Inflammatory cells	microglia and macrophage accumulation (OX42+ and ED2+ in tissue sections) in lesion and caudal penumbra			NYU Weight Drop	5 g x 8 cm	Systemic	Estrogen	Intravenous	4 mg/kg	3	3		Decrease	2d	>=200, <300	>=300, <400			
16130149	16130149	Open PDF	Sribnick	Sribnick EA, Wingrave JM, Matzelle DD, Wilford GG, Ray SK, Banik NL.	2005	J Neurosci Res	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Myelination	myelin in lesion and penumbra			NYU Weight Drop	5 g x 8 cm	Systemic	Estrogen	Intravenous	4 mg/kg	3	3		Increase	2d	>=200, <300	>=300, <400			
16130149	16130149	Open PDF	Sribnick	Sribnick EA, Wingrave JM, Matzelle DD, Wilford GG, Ray SK, Banik NL.	2005	J Neurosci Res	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Cyst volume	edema in lesion (water content)			NYU Weight Drop	5 g x 8 cm	Systemic	Estrogen	Intravenous	4 mg/kg	3	3		Decrease	2d	>=200, <300	>=300, <400			
16130149	16130149	Open PDF	Sribnick	Sribnick EA, Wingrave JM, Matzelle DD, Wilford GG, Ray SK, Banik NL.	2005	J Neurosci Res	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Toxicity	NF_B expression in penumbra in cytosol			NYU Weight Drop	5 g x 8 cm	Systemic	Estrogen	Intravenous	4 mg/kg	3	3		Increase	2d	>=200, <300	>=300, <400			
16130149	16130149	Open PDF	Sribnick	Sribnick EA, Wingrave JM, Matzelle DD, Wilford GG, Ray SK, Banik NL.	2005	J Neurosci Res	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Toxicity	NF_B expression in lesion			NYU Weight Drop	5 g x 8 cm	Systemic	Estrogen	Intravenous	4 mg/kg	3	3		No change	2d	>=200, <300	>=300, <400			
16240212	16240212	Open PDF	Strain	Strain GM, Waldrop RD.	2005	Dig Dis Sci	No effect	Functional	Physiology	Rat	SD	Adult	Male	300-500 g	Cervical	Complete transection	Gastric ulcerogenesis	possible reasons: decreased circulation, ulcer index	1.62 [0.25]				Systemic	Hypothermia		23,8 +/- 0,9_C	12	12	12	Increase		>=300, <400	>=500		1,62	0,25
16240212	16240212	Open PDF	Strain	Strain GM, Waldrop RD.	2005	Dig Dis Sci	No effect	Functional	Physiology	Rat	SD	Adult	Male	300-500 g	Cervical	Complete transection	Gastric ulcerogenesis	possible reasons: decreased circulation, ulcer index	2.00 [0.25]				Systemic	Hypothermia		19,4 +/- 0,7_C	12	12	12	Increase		>=300, <400	>=500		2	0,25
16256834	16256834	Open PDF	Solaroglu	Solaroglu I, Kaptanoglu E, Okutan O, Beskonakli E, Attar A, Kilinc K.	2005	Surg Neurol	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	210-250 g	Thoracic	Contusion	Apoptosis	caspase-3 activity			Allen Weight Drop	40 g x cm	Systemic	Magnesium	Intraperitoneal	600 mg/kg	8	8		Decrease		>=200, <300	>=200, <300			
16259377	16259377	Open PDF	Ozdemir	Ozdemir M, Cengiz SL, G_rbilek M, O__n TC, Ust_n ME.	2005	Magnes Res	Positive	Non-functional	Secondary degeneration	Rabbit	New Zeland	Adult	Not defined		Thoracic	Contusion	Oxidative stress	malondialdehyde (MDA)			Weight drop		Systemic	Magnesium	Intravenous	100 mg/kg	10	10		Decrease	1 h					
16259377	16259377	Open PDF	Ozdemir	Ozdemir M, Cengiz SL, G_rbilek M, O__n TC, Ust_n ME.	2005	Magnes Res	Positive	Functional	Physiology	Rabbit	New Zeland	Adult	Not defined		Thoracic	Contusion	Blood circulation	heart rate			Weight drop		Systemic	Magnesium	Intravenous	100 mg/kg	10	10		Decrease						
16259377	16259377	Open PDF	Ozdemir	Ozdemir M, Cengiz SL, G_rbilek M, O__n TC, Ust_n ME.	2005	Magnes Res	Positive	Non-functional	Secondary degeneration	Rabbit	New Zeland	Adult	Not defined		Thoracic	Contusion	Oxidative stress	lactate levels			Weight drop		Systemic	Magnesium	Intravenous	100 mg/kg	10	10		Decrease	1 h					
16260722	16260722	Open PDF	Gorio	Gorio A, Madaschi L, Di Stefano B, Carelli S, Di Giulio AM, De Biasi S, Coleman T, Cerami A, Brines M.	2005	PNAS	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Lesion volume	increased spared tissue at and around injury epicenter			Univ of Trieste Impactor	Modified	Systemic	Erythropoietin	Intraperitoneal	5000 IU/kg	18	18		Decrease		>=200, <300	>=200, <300			
16260722	16260722	Open PDF	Gorio	Gorio A, Madaschi L, Di Stefano B, Carelli S, Di Giulio AM, De Biasi S, Coleman T, Cerami A, Brines M.	2005	PNAS	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Lesion volume	5000 IU/kg increased spared tissue at and around injury epicenter			Univ of Trieste Impactor	Modified	Systemic	Erythropoietin	Intraperitoneal	100, 500 or 5000 IU/kg	18	18		Decrease		>=200, <300	>=200, <300			
16260722	16260722	Open PDF	Gorio	Gorio A, Madaschi L, Di Stefano B, Carelli S, Di Giulio AM, De Biasi S, Coleman T, Cerami A, Brines M.	2005	PNAS	Positive	Functional	Locomotor test	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	BBB				Univ of Trieste Impactor	Modified	Systemic	Erythropoietin	Intraperitoneal	5000 IU/kg	18	18		Increase	4 w	>=200, <300	>=200, <300	28	13,5	9
16260722	16260722	Open PDF	Gorio	Gorio A, Madaschi L, Di Stefano B, Carelli S, Di Giulio AM, De Biasi S, Coleman T, Cerami A, Brines M.	2005	PNAS	Positive	Non-functional	Inflammation	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Pro-inflammatory Cytokine	cytokines MIP-2, TNF-_, IL-1_ and IL-6			Univ of Trieste Impactor	Modified	Systemic	Erythropoietin	Intraperitoneal	5000 IU/kg	18	18		Decrease		>=200, <300	>=200, <300			
16260722	16260722	Open PDF	Gorio	Gorio A, Madaschi L, Di Stefano B, Carelli S, Di Giulio AM, De Biasi S, Coleman T, Cerami A, Brines M.	2005	PNAS	Positive	Non-functional	Inflammation	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Pro-inflammatory Cytokine	cytokines MIP-2, TNF-_, IL-1_ and IL-6			Univ of Trieste Impactor	Modified	Systemic	Erythropoietin	Intravenous	100, 500 or 5000 IU/kg	18	18		Decrease		>=200, <300	>=200, <300			
16260722	16260722	Open PDF	Gorio	Gorio A, Madaschi L, Di Stefano B, Carelli S, Di Giulio AM, De Biasi S, Coleman T, Cerami A, Brines M.	2005	PNAS	Positive	Non-functional	Inflammation	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Pro-inflammatory Cytokine	cytokines MIP-2, TNF-_, IL-1_ and IL-6			Univ of Trieste Impactor	Modified	Systemic	Erythropoietin	Intraperitoneal	100, 500 or 5000 IU/kg	18	18		Decrease		>=200, <300	>=200, <300			
16260722	16260722	Open PDF	Gorio	Gorio A, Madaschi L, Di Stefano B, Carelli S, Di Giulio AM, De Biasi S, Coleman T, Cerami A, Brines M.	2005	PNAS	Positive	Functional	Locomotor test	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	BBB				Univ of Trieste Impactor	Modified	Systemic	Erythropoietin	Intravenous	500 IU/kg	18	18		Increase	4 w	>=200, <300	>=200, <300	28	13,5	9
16317421	16317421	Open PDF	Liu	Liu F, You SW, Yao LP, Liu HL, Jiao XY, Shi M, Zhao QB, Ju G.	2006	Spinal Cord	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	200-220 g	Thoracic	Compression	Lesion volume	degenerative areas in the spinal cord (H&E stain)			Clip	95 g	Systemic	Inosine	Intraperitoneal	75 mg/kg	6	6		Decrease	3 d	>=200, <300	>=200, <300			
16317421	16317421	Open PDF	Liu	Liu F, You SW, Yao LP, Liu HL, Jiao XY, Shi M, Zhao QB, Ju G.	2006	Spinal Cord	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	200-220 g	Thoracic	Compression	Apoptosis	TUNEL			Clip	95 g	Systemic	Inosine	Intraperitoneal	75 mg/kg	6	6		Decrease	3 d	>=200, <300	>=200, <300			
16317421	16317421	Open PDF	Liu	Liu F, You SW, Yao LP, Liu HL, Jiao XY, Shi M, Zhao QB, Ju G.	2006	Spinal Cord	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	200-220 g	Thoracic	Compression	Apoptosis	TUNEL			Clip	95 g	Systemic	Inosine	Intraperitoneal	75 mg/kg	6	6		Decrease	3 d	>=200, <300	>=200, <300			
16317421	16317421	Open PDF	Liu	Liu F, You SW, Yao LP, Liu HL, Jiao XY, Shi M, Zhao QB, Ju G.	2006	Spinal Cord	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	200-220 g	Thoracic	Compression	Lesion volume	degenerative areas in the spinal cord (H&E stain)			Clip	95 g	Systemic	Inosine	Intraperitoneal	75 mg/kg	6	6		Decrease	3 d	>=200, <300	>=200, <300			
16379576	16379576	Open PDF	Weaver	Weaver LC, Gris D, Saville LR, Oatway MA, Chen Y, Marsh DR, Hamilton EF, Dekaban GA.	2005	J Neurotrauma	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Female	250-300 g	Thoracic	Compression	Myelination	myelin staining			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	13	20		Increase	2 w	>=200, <300	>=300, <400			
